product_title,product_description,ship_from,ship_to,seller,price,source
Ice 0.50g (meth-amphetamine),"This Meth-Amphetamine (Ice) is a Really Top Quality Imported ICe.. 

Its obviously made from the real chemical ingredients only the big producers use. 
None of these adulterated chemicals cooked from shit U buy at the locl hardware or hairdressers. 

No way. This Ice is bloody strong, seriously I cannot have more then 1/10th a point. 
That's 1/100th gram is my dose. Seriously. 

Give it a go, if Ur a MethHead - U will LOVE this meth its just awesome. 

All AuStores Products are As seen and purchased on Agora Marketplace for the last month 
I have made +150 x 5/5 flawless feedbacked sales in just 1 month of vending!!! 
What a start!! PPL LOVE ME!!! 

90% of My Orders Arrive within 48hrs of Dispatch!!! 
75% Within 24hours of Dispatch!!!! 

Never lost a parcel Yet!!!! 

AuStore-The Store 2 Score!!! 


Proudly Australian",Australia,Worldwide,AuStore,0.63576655 ฿(A$)Original  250.00 A$,abraxas
Ice 0.50g (methamphetamine),"A Half-Gram of Ice / MethAmphetamine (0.50g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!



Proudly Australian...",Australia,Australia,AuStore,0.71407734 ฿($)Original  234.99 $,abraxas
Ice 1.00g (methamphetamine),"A Gram of Ice / MethAmphetamine (0.50g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!



Proudly Australian...",Australia,Australia,AuStore,1.33599526 ฿($)Original  439.99 $,abraxas
Ice 3.50g (methamphetamine),"An ""Eight-Ball"" of Ice / MethAmphetamine (3.50g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!

NOTE: If You select an ENVELOPE Post Option then I will have to CRUSH the Product,
If You want the product to arrive intact as it is now, then You MUST ORDER an Express Satchel!!!


Proudly Australian...",Australia,Australia,AuStore,3.94731808 ฿($)Original  1299.99 $,abraxas
Meth/Ice 0.07g,"A ""Cap"" of Ice / MethAmphetamine (0.07g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!



Proudly Australian...",Australia,Australia,AuStore,0.11737313 ฿(A$)Original  39.99 A$,abraxas
Meth/Ice 0.10g,"A ""Point"" of Ice / MethAmphetamine (0.10g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!



Proudly Australian...",Australia,Australia,AuStore,0.14672375 ฿(A$)Original  49.99 A$,abraxas
Meth/Ice 0.15g,"A ""Tun"" of Ice / MethAmphetamine (0.15g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!



Proudly Australian...",Australia,Australia,AuStore,0.22010030 ฿(A$)Original  74.99 A$,abraxas
Meth/Ice 0.20g,"This Meth-Amphetamine (Ice) is a Really Top Quality Imported ICe.. 

Its obviously made from the real chemical ingredients only the big producers use. 
None of these adulterated chemicals cooked from shit U buy at the locl hardware or hairdressers. 

No way. This Ice is bloody strong, seriously I cannot have more then 1/10th a point. 
That's 1/100th gram is my dose. Seriously. 

Give it a go, if Ur a MethHead - U will LOVE this meth its just awesome. 

All AuStores Products are As seen and purchased on Agora Marketplace for the last month 
I have made +150 x 5/5 flawless feedbacked sales in just 1 month of vending!!! 
What a start!! PPL LOVE ME!!! 

90% of My Orders Arrive within 48hrs of Dispatch!!! 
75% Within 24hours of Dispatch!!!! 

Never lost a parcel Yet!!!! 

AuStore-The Store 2 Score!!! 


Proudly Australian",Australia,Australia,AuStore,0.29347685 ฿(A$)Original  99.99 A$,abraxas
Meth/Ice 0.25g,"A Quarter-Gram of Ice / MethAmphetamine (0.25g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!



Proudly Australian...",Australia,Australia,AuStore,0.36714899 ฿(A$)Original  124.99 A$,abraxas
Meth/Ice 0.50g,"This Meth-Amphetamine (Ice) is a Really Top Quality Imported ICe.. 

Its obviously made from the real chemical ingredients only the big producers use. 
None of these adulterated chemicals cooked from shit U buy at the locl hardware or hairdressers. 

No way. This Ice is bloody strong, seriously I cannot have more then 1/10th a point. 
That's 1/100th gram is my dose. Seriously. 

Give it a go, if Ur a MethHead - U will LOVE this meth its just awesome. 

All AuStores Products are As seen and purchased on Agora Marketplace for the last month 
I have made +150 x 5/5 flawless feedbacked sales in just 1 month of vending!!! 
What a start!! PPL LOVE ME!!! 

90% of My Orders Arrive within 48hrs of Dispatch!!! 
75% Within 24hours of Dispatch!!!! 

Never lost a parcel Yet!!!! 

AuStore-The Store 2 Score!!! 


Proudly Australian",Australia,Worldwide,AuStore,0.70438554 ฿(A$)Original  239.99 A$,abraxas
Meth/Ice 1.00g,"A Gram of Ice / MethAmphetamine (1.00g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!



Proudly Australian...",Australia,Australia,AuStore,1.35009919 ฿(A$)Original  459.99 A$,abraxas
Meth/Ice 3.50g (Eight-Ball),"An ""Eight-Ball"" of Ice / MethAmphetamine (3.50g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!

NOTE: If You select an ENVELOPE Post Option then I will have to CRUSH the Product,
If You want the product to arrive intact as it is now, then You MUST ORDER an Express Satchel!!!


Proudly Australian...",Australia,Australia,AuStore,3.81555131 ฿(A$)Original  1299.99 A$,abraxas
New Vendor Trial Pack,"1 x Cap of Heroin (white-rock) 
1 x Cap of Ice (meth-amphetamine) 
1 x gram of hydro Cannabis 

All for an amazing $99!!! 

This is to thank You all for the first Months Support, 
coming from Agora with +150 Flawless 5/5 Feedbacks & Sales in Our First Month!!! 

WooHoo!! 


Proudly Australian.. AuStore!!",Australia,Worldwide,AuStore,0.25162131 ฿(A$)Original  99.00 A$,abraxas
OxyContin 10mg (Oxycodone hydrochloride),"OxyContin 10mg - Oxycodone hydrochloride modified release.

Manufactured by 'Mundipharma'.

Each capsule contains 10mg OxyContin & can be used IV


Proudly Aussie..",Australia,Australia,AuStore,0.07334145 ฿(A$)Original  24.99 A$,abraxas
OxyNorm 20mg (Immediate Release),"OxyNorm 20mg - Oxycodone hydrochloride immediate release.

Manufactured by 'Mundipharma'.

Each capsule contains 20mg Oxycodone & can be used IV


Proudly Aussie..",Australia,Australia,AuStore,0.14671225 ฿(A$)Original  49.99 A$,abraxas
Xanax 2mg Bricks (Aussie Pressed Alprazolam Tabs),"Aussie Pressed Alprazolam Tabs to Generic Xanax 2mg Standards!!
Aside from the slight variation on one face of these tabs you wouldnt notice the difference.

These tabs are a great quality press and have 'xanax' on one side & '2' on the other.
Well pressed and fast acting these tabs are a near match for generic kalmas.

With one particular difference.. these tabs are rumoured to dissolve allowing them to be mixed for IV use.
Now I cannot be quoted on this, since I cannot confirm this to be true, but when you add water it pretty well stays clear 
in the spoon, a little cloudy maybe, but clear, In fact I've seen plenty of heroin that mixes up worse then these.

Anyone that does / has used these IV please drop Me a line and let Me know.

100% Aussie Made & Proud..
AUz1.",Australia,Australia!! Worldwide on REQUEST,AuStore,0.03358814 ฿(A$)Original  9.99 A$,abraxas
1 Gram Australian Outdoor Cannabis,"1 GRAM SALE $9!

Aussie outdoor Grown Cannabis

cannabis is B grade,do not expect Hydro still awesome smoke nether the less,nice and stoney for a great price :)

all packages are tracked.
Discreet packaging.
FULL ESCROW :)


Welcome to AussieBud!",Australia,Australia,AussieBud,,abraxas
28 Grams Australian Outdoor Cannabis(FE special $140),"28 Grams just 140$ get in Quick!!

Aussie outdoor Grown Cannabis

Cannabis is B grade,do not expect Hydro still awesome smoke nether the less,nice and stoney for a great price :)

All packages are tracked.
Discreet packaging.


THIS LISTING REQUIRES FE FOR SPECIAL PRICE.
if you do not wish to FE please buy other listing:)






Welcome to AussieBud!",Australia,Australia,AussieBud,,abraxas
28 Grams Australian Outdoor Cannabis(FE special $180),"28 Grams just 180$ get in Quick!!

Aussie outdoor Grown Cannabis

Cannabis is B grade,do not expect Hydro still awesome smoke nether the less,nice and stoney for a great price :)

All packages are tracked.
Discreet packaging.


THIS LISTING REQUIRES FE FOR SPECIAL PRICE.
if you do not wish to FE please buy other listing:)






Welcome to AussieBud!",Australia,Australia,AussieBud,,abraxas
3.5 Grams Australian Outdoor Cannabis,"3.5 grams just $30 get in quick!!

Aussie outdoor Grown Cannabis

cannabis is B grade,do not expect Hydro still awesome smoke nether the less,nice and stoney for a great price :)

all packages are tracked.
Discreet packaging.
FULL ESCROW:)

Welcome to AussieBud!",Australia,Australia,AussieBud,,abraxas
7 Grams Australian Outdoor Cannabis,"7 Grams just 60$ get in Quick!!

Aussie outdoor Grown Cannabis

cannabis is B grade,do not expect Hydro still awesome smoke nether the less,nice and stoney for a great price :)

all packages are tracked.
Discreet packaging.
FULL ESCROW:)


Welcome to AussieBud!",Australia,Australia,AussieBud,,abraxas
2 Grams Medical Grade BHO ~ Laboratory Extracted ~ Free Shipping,"Laboratory extracted BHO, from White Widow greenhouse organic cannabis strain, freely shipped in silicone container. This is the highest quality BHO, high in THC, solvent and impurities free, and has a distinct fragrance and pleasant aroma. Can be smoked, safely ingested or vaporised. It is stable at room temperature.

The extraction process starts by keeping the weed in the dehumidification chamber for 24 hours, after which the  production process starts, involving sterile tools and high quality borosilicate glass extractors, clean premium grade butane is used everytime in an open-loop system, no plastic tools are used at any time of the process, and in the final phase concentrates are purged for 72 hours in a lab vacuum chamber, temperatures are always kept at a steady 45C during the entire process. These standards allow us to achieve a truly medical grade BHO, which we are proudly presenting to our customers.

FREE GIFT: A silicone container for all BHO orders.

Shipping: Max 24 hours after receiving the order, usually same day (except weekends and holidays).

For more details about us, please visit the about page.",Spain,Worldwide (Except USA-CA/AU-NZ),BHOLabs,0.30594245 ฿($)Original  70.00 $,abraxas
2 Grams Medical Grade BHO ~ White Widow ~ Lab Extracted ~ Free EU Shipping ~,"Laboratory extracted BHO, from White Widow greenhouse organic cannabis strain, freely shipped in silicone container. This is the highest quality BHO, high in THC, solvent and impurities free, and has a distinct fragrance and pleasant aroma. Can be smoked, safely ingested or vaporised. It is stable at room temperature.

The extraction process starts by keeping the weed in the dehumidification chamber for 24 hours, after which the production process starts, involving sterile tools and high quality borosilicate glass extractors, clean premium grade butane is used everytime in an open-loop system, no plastic tools are used at any time of the process, and in the final phase concentrates are purged for 72 hours in a lab vacuum chamber, temperatures are always kept at a steady 45C during the entire process.
These standards allow us to achieve a truly medical grade BHO, which we are proudly presenting to our customers.

FREE GIFT: A silicone container for all BHO orders.

Shipping: Max 24 hours after receiving the order, usually same day (except weekends and holidays).

PAYMENT: Escrow is available. For more details about this and our business, please visit the about page.

Happy Shopping!",Spain,EU,BHOLabs,0.27420173 ฿($)Original  60.00 $,abraxas
